id,harga_beli,harga_jual,timestamp
1482,9420,8760,2022-11-03
1483,9420,8760,2022-12-03
1484,9390,8730,2022-03-13
1485,9290,8910,2022-03-14
1486,9220,8850,2022-03-15
1487,9240,8870,2022-03-16
1488,9270,8800,2022-03-17
1489,9170,8710,2022-03-18
1490,9170,8610,2022-03-19
1491,9170,8710,2022-03-20
1492,9220,8750,2022-03-21
1493,9180,8620,2022-03-22
1494,9290,8730,2022-03-23
1495,9370,8800,2022-03-24
1496,9360,8790,2022-03-25
1497,9360,8790,2022-03-26
1498,9300,8740,2022-03-27
1499,9230,8860,2022-03-28
1500,9200,8830,2022-03-29
1501,9220,8940,2022-03-30
1502,9240,8960,2022-03-31
1503,9220,8940,2022-01-04
1504,9220,8940,2022-02-04
1505,9220,8940,2022-03-04
1506,9240,8870,2022-04-04
1507,9210,8930,2022-05-04
1508,9210,8930,2022-06-04
1509,9230,8670,2022-07-04
1510,9320,9040,2022-08-04
1511,9320,9040,2022-09-04
1512,9320,9040,2022-10-04
1513,9340,9050,2022-11-04
1514,9390,8920,2022-12-04
1515,9430,8950,2022-04-13
1516,9410,8930,2022-04-14
1517,9410,8930,2022-04-15
1518,9410,8930,2022-04-16
1519,9470,8990,2022-04-17
1520,9430,8950,2022-04-18
1521,9300,8830,2022-04-19
1522,9330,8950,2022-04-20
1523,9310,8930,2022-04-21
1524,9250,8970,2022-04-22
1525,9250,8970,2022-04-23
1526,9250,8970,2022-04-24
1527,9220,8940,2022-04-25
1528,9220,8940,2022-04-26
1529,9160,8880,2022-04-27
1530,9180,8900,2022-04-28
1531,9230,8950,2022-04-29
1532,9230,8950,2022-04-30
1533,9230,8950,2022-01-05
1534,9180,8900,2022-02-05
1535,9150,8870,2022-03-05
1536,9150,8870,2022-04-05
1537,9180,8900,2022-05-05
1538,9150,8870,2022-06-05
1539,9150,8870,2022-07-05
1540,9150,8870,2022-08-05
1541,9130,8850,2022-09-05
1542,9130,8850,2022-10-05
1543,9150,8870,2022-11-05
1544,9090,8810,2022-12-05
1545,9070,8790,2022-05-13
1546,9070,8790,2022-05-14
1547,9070,8790,2022-05-15
1548,9130,8850,2022-05-16
1549,9130,8850,2022-05-17
1550,9110,8830,2022-05-18
1551,9170,8890,2022-05-19
1552,9190,8910,2022-05-20
1553,9200,8740,2022-05-21
1554,9200,8740,2022-05-22
1555,9200,8740,2022-05-23
1556,9200,8920,2022-05-24
1557,9200,8920,2022-05-25
1558,9180,8900,2022-05-26
1559,9220,8940,2022-05-27
1560,9200,8920,2022-05-28
1561,9200,8920,2022-05-29
1562,9180,8900,2022-05-30
1563,9150,8870,2022-05-31
1564,9150,8870,2022-01-06
1565,9210,8840,2022-02-06
1566,9140,8860,2022-03-06
1567,9140,8860,2022-04-06
1568,9140,8860,2022-05-06
1569,9110,8830,2022-06-06
1570,9130,8850,2022-07-06
1571,9130,8850,2022-08-06
1572,9130,8850,2022-09-06
1573,9210,8930,2022-10-06
1574,9210,8840,2022-11-06
1575,9210,8840,2022-12-06
1576,9090,8630,2022-06-13
1577,9090,8810,2022-06-14
1578,9150,8870,2022-06-15
1579,9220,8940,2022-06-16
1580,9210,8740,2022-06-17
1581,9210,8740,2022-06-18
1582,9210,8740,2022-06-19
1583,9230,8950,2022-06-20
1584,9170,8710,2022-06-21
1585,9230,8860,2022-06-22
1586,9180,8810,2022-06-23
1587,9180,8900,2022-06-24
1588,9180,8900,2022-06-25
1589,9180,8900,2022-06-26
1590,9150,8780,2022-06-27
1591,9150,8870,2022-06-28
1592,9130,8850,2022-06-29
1593,9110,8830,2022-06-30
1594,9080,8800,2022-01-07
1595,9120,8840,2022-02-07
1596,9120,8840,2022-03-07
1597,9120,8840,2022-04-07
1598,9030,8750,2022-05-07
1599,8960,8690,2022-06-07
1600,8960,8690,2022-07-07
1601,8950,8680,2022-08-07
1602,8950,8680,2022-09-07
1603,8950,8680,2022-10-07
1604,8950,8680,2022-11-07
1605,8940,8670,2022-12-07
1606,8930,8660,2022-07-13
1607,8910,8640,2022-07-14
1608,8890,8620,2022-07-15
1609,8900,8630,2022-07-16
1610,8900,8630,2022-07-17
1611,8930,8660,2022-07-18
1612,8910,8640,2022-07-19
1613,8880,8610,2022-07-20
1614,8940,8670,2022-07-21
1615,8960,8690,2022-07-22
1616,8960,8690,2022-07-23
1617,8960,8690,2022-07-24
1618,8980,8710,2022-07-25
1619,8950,8680,2022-07-26
1620,9040,8760,2022-07-27
1621,9040,8760,2022-07-28
1622,9080,8800,2022-07-29
1623,9080,8800,2022-07-30
1624,9060,8780,2022-07-31
1625,9090,8810,2022-01-08
1626,9070,8790,2022-02-08
1627,9110,8830,2022-03-08
1628,9170,8800,2022-04-08
1629,9120,8660,2022-05-08
1630,9120,8750,2022-06-08
1631,9130,8850,2022-07-08
1632,9160,8700,2022-08-08
1633,9140,8680,2022-09-08
1634,9140,8770,2022-10-08
1635,9100,8730,2022-11-08
1636,9110,8740,2022-12-08
1637,9110,8650,2022-08-13
1638,9090,8630,2022-08-14
1639,9000,8730,2022-08-15
1640,9000,8730,2022-08-16
1641,8970,8610,2022-08-17
1642,8980,8710,2022-08-18
1643,8950,8680,2022-08-19
1644,8930,8660,2022-08-20
1645,8930,8660,2022-08-21
1646,8910,8640,2022-08-22
1647,8910,8640,2022-08-23
1648,8950,8680,2022-08-24
1649,8970,8700,2022-08-25
1650,8890,8620,2022-08-26
1651,8890,8620,2022-08-27
1652,8890,8620,2022-08-28
1653,8860,8590,2022-08-29
1654,8830,8560,2022-08-30
1655,8800,8530,2022-08-31
1656,8780,8510,2022-01-09
1657,8810,8540,2022-02-09
1658,8810,8540,2022-03-09
1659,8810,8540,2022-04-09
1660,8810,8540,2022-05-09
1661,8770,8500,2022-06-09
1662,8790,8520,2022-07-09
1663,8820,8550,2022-08-09
1664,8840,8570,2022-09-09
1665,8830,8560,2022-10-09
1666,8830,8560,2022-11-09
1667,8810,8540,2022-12-09
1668,8790,8520,2022-09-13
1669,8790,8520,2022-09-14
1670,8750,8480,2022-09-15
1671,8740,8470,2022-09-16
1672,8740,8470,2022-09-17
1673,8740,8470,2022-09-18
1674,8710,8440,2022-09-19
1675,8720,8450,2022-09-20
1676,8730,8460,2022-09-21
1677,8730,8460,2022-09-22
1678,8720,8450,2022-09-23
1679,8720,8450,2022-09-24
1680,8720,8450,2022-09-25
1681,8690,8420,2022-09-26
1682,8670,8400,2022-09-27
1683,8740,8470,2022-09-28
1684,8720,8450,2022-09-29
1685,8740,8470,2022-09-30
1686,8710,8440,2022-01-10
1687,9300,8830,2022-02-10
1688,8830,8560,2022-03-10
1689,8890,8620,2022-04-10
1690,8820,8550,2022-05-10
1691,8830,8560,2022-06-10
1692,8810,8540,2022-07-10
1693,8780,8510,2022-08-10
1694,8780,8510,2022-09-10
1695,8750,8480,2022-10-10
1696,8720,8450,2022-11-10
1697,8750,8480,2022-12-10
1698,8730,8460,2022-10-13
1699,8700,8430,2022-10-14
1700,8700,8430,2022-10-15
1701,8700,8430,2022-10-16
1702,8760,8490,2022-10-17
1703,8760,8490,2022-10-18
1704,8700,8430,2022-10-19
1705,8740,8470,2022-10-20
1706,8790,8520,2022-10-21
1707,8790,8520,2022-10-22
1708,8790,8430,2022-10-23
1709,8760,8490,2022-10-24
1710,8730,8460,2022-10-25
1711,8780,8510,2022-10-26
1712,8780,8510,2022-10-27
1713,8710,8440,2022-10-28
1714,8710,8440,2022-10-29
1715,8710,8440,2022-10-30
1716,8700,8430,2022-10-31
1717,8780,8510,2022-01-11
1718,8740,8470,2022-02-11
1719,8720,8450,2022-03-11
1720,8900,8630,2022-04-11
1721,8900,8450,2022-05-11
1722,8860,8500,2022-06-11
1723,9320,9040,2022-07-11
1724,8980,8710,2022-08-11
1725,8960,8600,2022-09-11
1726,9120,8750,2022-10-11
1727,9160,8700,2022-11-11
1728,9160,8700,2022-12-11
1729,9120,8660,2022-11-13
1730,9120,8660,2022-11-14
1731,9200,8740,2022-11-15
1732,9200,8740,2022-11-16
1733,9190,8730,2022-11-17
1734,9170,8710,2022-11-18
1735,9170,8710,2022-11-19
1736,9160,8700,2022-11-20
1737,9140,8680,2022-11-21
1738,9160,8700,2022-11-22
1739,9190,8730,2022-11-23
1740,9180,8720,2022-11-24
1741,9200,8830,2022-11-25
1742,9200,8740,2022-11-26
1743,9170,8710,2022-11-27
1744,9160,8700,2022-11-28
1745,9200,8740,2022-11-29
1746,9290,8820,2022-11-30
1747,9340,8870,2022-01-12
1748,9320,8850,2022-02-12
1749,9320,8850,2022-03-12
1750,9290,8820,2022-04-12
1751,9210,8740,2022-05-12
1752,9230,8860,2022-06-12
1753,9310,8930,2022-07-12
1754,9330,8860,2022-08-12
1755,9370,8900,2022-09-12
1756,9370,8900,2022-10-12
1757,9320,8850,2022-11-12
1758,9310,8840,2022-12-12
1759,9410,8930,2022-12-13
1760,9390,8920,2022-12-14
1761,9340,9050,2022-12-15
1762,9390,8920,2022-12-16
1763,9390,8920,2022-12-17
1764,9370,8900,2022-12-18
1765,9330,8860,2022-12-19
1766,9440,8960,2022-12-20
1767,9450,8970,2022-12-21
1768,9350,8880,2022-12-22
1769,9380,9000,2022-12-23
1770,9380,9000,2022-12-24
1771,9380,9090,2022-12-25
1772,9400,9110,2022-12-26
1773,9460,9170,2022-12-27
1774,9430,9140,2022-12-28
1775,9480,9190,2022-12-29
1776,9560,9270,2022-12-30
1777,9560,9270,2022-12-31
1778,9510,9030,2023-01-01
1779,9570,9090,2023-02-01
1780,9600,9210,2023-03-01
1781,9670,9180,2023-04-01
1782,9570,9090,2023-05-01
1783,9680,9290,2023-06-01
1784,9680,9190,2023-07-01
1785,9700,9210,2023-08-01
1786,9720,9230,2023-09-01
1787,9740,9250,2023-10-01
1788,9740,9250,2023-11-01
1789,9770,9370,2023-12-01
1790,9810,9310,2023-01-13
1791,9810,9510,2023-01-14
1792,9750,9260,2023-01-15
1793,9650,9260,2023-01-16
1794,9650,9360,2023-01-17
1795,9640,9350,2023-01-18
1796,9770,9370,2023-01-19
1797,9770,9470,2023-01-20
1798,9740,9440,2023-01-21
1799,9740,9350,2023-01-22
1800,9740,9440,2023-01-23
1801,9770,9470,2023-01-24
1802,9680,9380,2023-01-25
1803,9730,9430,2023-01-26
1804,9660,9370,2023-01-27
1805,9660,9370,2023-01-28
1806,9660,9370,2023-01-29
1807,9680,9380,2023-01-30
1808,9650,9360,2023-01-31
1809,9670,9370,2023-01-02
1810,9800,9500,2023-02-02
1811,9640,9350,2023-03-02
1812,9490,9200,2023-04-02
1813,9490,9200,2023-05-02
1814,9530,9240,2023-06-02
1815,9540,9250,2023-07-02
1816,9630,9340,2023-08-02
1817,9600,9310,2023-09-02
1818,9500,9210,2023-10-02
1819,9520,9230,2023-11-02
1820,9520,9230,2023-12-02
1821,9480,9190,2023-02-13
1822,9510,9220,2023-02-14
1823,9460,9170,2023-02-15
1824,9400,9110,2023-02-16
1825,9340,9050,2023-02-17
1826,9400,9110,2023-02-18
1827,9400,9110,2023-02-19
1828,9420,9130,2023-02-20
1829,9360,9070,2023-02-21
1830,9370,9080,2023-02-22
1831,9340,9050,2023-02-23
1832,9310,9030,2023-02-24
1833,9290,9010,2023-02-25
1834,9290,9010,2023-02-26
1835,9300,9020,2023-02-27
1836,9300,9020,2023-02-28
1837,9380,9090,2023-01-03
1838,9380,9090,2023-02-03
1839,9420,9130,2023-03-03
1840,9470,9180,2023-04-03
1841,9470,9180,2023-05-03
1842,9740,9180,2023-06-03
1843,9460,9170,2023-07-03
1844,9400,9110,2023-08-03
1845,9810,9510,2023-09-03
1846,9470,9180,2023-10-03
1847,9620,9130,2023-11-03
1848,9620,9330,2023-12-03
1849,9700,9400,2023-03-13
1850,9780,9480,2023-03-14
1851,9770,9470,2023-03-15
1852,9860,9560,2023-03-16
1853,9940,9640,2023-03-17
1854,10180,9870,2023-03-18
1855,9620,9130,2023-03-19
1856,10170,9860,2023-03-20
1857,10100,9790,2023-03-21
1858,9990,9690,2023-03-22
1859,10180,9670,2023-03-23
1860,10170,9860,2023-03-24
1861,10110,9800,2023-03-25
1862,10110,9800,2023-03-26
1863,10010,9700,2023-03-27
1864,9940,9640,2023-03-28
1865,9950,9650,2023-03-29
1866,9940,9640,2023-03-30
1867,9970,9670,2023-03-31
1868,9920,9620,2023-01-04
1869,9920,9620,2023-02-04
1870,9920,9620,2023-03-04
1871,9940,9640,2023-04-04
1872,10050,9640,2023-05-04
1873,10080,9770,2023-06-04
1874,10020,9710,2023-07-04
1875,10020,9710,2023-08-04
1876,10020,9710,2023-09-04
1877,10000,9700,2023-10-04
1878,9990,9690,2023-11-04
1879,10000,9700,2023-12-04
1880,10070,9760,2023-04-13
1881,10070,9760,2023-04-14
1882,9940,9640,2023-04-15
1883,9940,9640,2023-04-16
1884,9940,9640,2023-04-17
1885,9890,9590,2023-04-18
1886,9860,9560,2023-04-19
1887,9880,9580,2023-04-20
1888,9860,9560,2023-04-21
1889,9850,9550,2023-04-22
1890,9850,9550,2023-04-23
1891,9850,9550,2023-04-24
1892,9870,9570,2023-04-25
1893,9920,9620,2023-04-26
1894,9930,9630,2023-04-27
1895,9880,9580,2023-04-28
1896,9900,9600,2023-04-29
1897,9900,9600,2023-04-30
1898,9900,9600,2023-01-05
1899,9870,9570,2023-02-05
1900,9960,9660,2023-03-05
1901,10050,9740,2023-04-05
1902,10040,9730,2023-05-05
1903,9930,9630,2023-06-05
1904,9930,9630,2023-07-05
1905,9960,9660,2023-08-05
1906,10000,9700,2023-09-05
1907,10060,9750,2023-10-05
1908,10040,9730,2023-11-05
1909,9960,9660,2023-12-05
1910,9940,9640,2023-05-13
1911,9940,9640,2023-05-14
1912,9970,9670,2023-05-15
1913,9970,9670,2023-05-16
1914,9910,9610,2023-05-17
1915,9910,9610,2023-05-18
1916,9820,9520,2023-05-19
1917,9880,9580,2023-05-20
1918,9880,9580,2023-05-21
1919,9890,9590,2023-05-22
1920,9860,9560,2023-05-23
1921,9890,9590,2023-05-24
1922,9810,9510,2023-05-25
1923,9820,9520,2023-05-26
1924,9860,9560,2023-05-27
1925,9860,9560,2023-05-28
1926,9850,9550,2023-05-29
1927,9860,9560,2023-05-30
1928,9910,9610,2023-05-31
1929,9910,9610,2023-01-06
1930,9960,9660,2023-02-06
1931,9910,9610,2023-03-06
1932,9890,9490,2023-04-06
1933,9880,9580,2023-05-06
1934,9910,9610,2023-06-06
1935,9870,9570,2023-07-06
1936,9850,9550,2023-08-06
1937,9860,9560,2023-09-06
1938,9860,9560,2023-10-06
1939,9860,9560,2023-11-06
1940,9830,9530,2023-12-06
1941,9820,9520,2023-06-13
1942,9800,9500,2023-06-14
1943,9790,9490,2023-06-15
1944,9870,9570,2023-06-16
1945,9860,9560,2023-06-17
1946,9860,9560,2023-06-18
1947,9820,9520,2023-06-19
1948,9820,9520,2023-06-20
1949,9800,9500,2023-06-21
1950,9790,9490,2023-06-22
1951,9780,9480,2023-06-23
1952,9780,9480,2023-06-24
1953,9780,9480,2023-06-25
1954,9760,9460,2023-06-26
1955,9740,9440,2023-06-27
1956,9720,9420,2023-06-28
1957,9720,9420,2023-06-29
1958,9720,9420,2023-06-30
1959,9720,9420,2023-01-07
1960,9720,9420,2023-02-07
1961,9730,9430,2023-03-07
1962,9750,9450,2023-04-07
1963,9760,9460,2023-05-07
1964,9740,9440,2023-06-07
1965,9730,9430,2023-07-07
1966,9760,9460,2023-08-07
1967,9760,9460,2023-09-07
1968,9790,9490,2023-10-07
1969,9860,9560,2023-11-07
1970,9860,9560,2023-12-07
1971,9900,9600,2023-07-13
1972,9850,9550,2023-07-14
1973,9830,9530,2023-07-15
1974,9830,9530,2023-07-16
1975,9830,9530,2023-07-17
1976,9850,9550,2023-07-18
1977,9930,9630,2023-07-19
1978,9940,9640,2023-07-20
1979,9870,9570,2023-07-21
1980,9860,9560,2023-07-22
1981,9860,9560,2023-07-23
1982,9880,9580,2023-07-24
1983,9890,9590,2023-07-25
1984,9920,9620,2023-07-26
1985,9960,9660,2023-07-27
1986,9870,9570,2023-07-28
1987,9880,9580,2023-07-29
1988,9880,9580,2023-07-30
1989,9890,9590,2023-07-31
1990,9900,9600,2023-01-08
1991,9890,9590,2023-02-08
1992,9860,9560,2023-03-08
1993,9850,9550,2023-04-08
1994,9900,9600,2023-05-08
1995,9900,9600,2023-06-08
1996,9850,9550,2023-07-08
1997,9840,9540,2023-08-08
1998,9850,9550,2023-09-08
1999,9830,9530,2023-10-08
2000,9800,9500,2023-11-08
2001,9780,9480,2023-12-08
2002,9780,9480,2023-08-13
2003,9790,9490,2023-08-14
2004,9780,9480,2023-08-15
2005,9810,9510,2023-08-16
2006,9770,9470,2023-08-17
2007,9730,9430,2023-08-18
2008,9720,9420,2023-08-19
2009,9720,9420,2023-08-20
2010,9720,9420,2023-08-21
2011,9770,9470,2023-08-22
2012,9780,9480,2023-08-23
2013,9860,9560,2023-08-24
2014,9830,9530,2023-08-25
2015,9800,9500,2023-08-26
2016,9800,9500,2023-08-27
2017,9820,9520,2023-08-28
2018,9860,9560,2023-08-29
2019,9910,9610,2023-08-30
2020,9930,9630,2023-08-31
2021,9890,9490,2023-01-09
2022,9910,9510,2023-02-09
2023,9910,9610,2023-03-09
2024,9940,9640,2023-04-09
2025,9890,9590,2023-05-09
2026,9850,9550,2023-06-09
2027,9850,9550,2023-07-09
2028,9870,9570,2023-08-09
2029,9870,9570,2023-09-09
2030,9870,9570,2023-10-09
2031,9910,9610,2023-11-09
2032,9840,9440,2023-12-09
2033,9840,9540,2023-09-13
2034,9830,9530,2023-09-14
2035,9880,9580,2023-09-15
2036,9910,9610,2023-09-16
2037,9910,9610,2023-09-17
2038,9920,9620,2023-09-18
2039,9930,9630,2023-09-19
2040,9890,9590,2023-09-20
2041,9870,9570,2023-09-21
2042,9880,9580,2023-09-22
2043,9880,9580,2023-09-23
2044,9880,9580,2023-09-24
2045,9810,9510,2023-09-25
2046,9800,9500,2023-09-26
2047,9770,9470,2023-09-27
2048,9910,9610,2023-09-28
2049,9910,9610,2023-09-29
2050,9680,9380,2023-09-30
2051,9680,9380,2023-01-10
2052,9650,9360,2023-02-10
2053,9600,9310,2023-03-10
2054,9610,9320,2023-04-10
2055,9650,9360,2023-05-10
2056,9650,9360,2023-06-10
2057,9660,9370,2023-07-10
2058,9660,9370,2023-08-10
2059,9730,9430,2023-09-10
2060,9800,9500,2023-10-10
2061,9820,9520,2023-11-10
2062,9860,9560,2023-12-10
2063,9850,9550,2023-10-13
2064,9940,9640,2023-10-14
2065,9940,9640,2023-10-15
2066,9920,9420,2023-10-16
2067,9860,9560,2023-10-17
2068,10020,9710,2023-10-18
2069,10060,9750,2023-10-19
2070,10170,9860,2023-10-20
2071,10170,9860,2023-10-21
2072,10170,9860,2023-10-22
2073,10120,9810,2023-10-23
2074,10170,9660,2023-10-24
2075,10170,9860,2023-10-25
2076,10190,9680,2023-10-26
2077,10170,9860,2023-10-27
2078,10240,9930,2023-10-28
2079,10240,9930,2023-10-29
2080,10240,9930,2023-10-30
2081,10200,9890,2023-10-31
2082,10150,9840,2023-01-11
2083,10150,9840,2023-02-11
2084,10180,9870,2023-03-11
2085,10170,9860,2023-04-11
2086,10170,9860,2023-05-11
2087,10170,9860,2023-06-11
2088,10060,9750,2023-07-11
2089,10120,9810,2023-08-11
2090,10060,9750,2023-09-11
2091,10090,9780,2023-10-11
2092,10020,9710,2023-11-11
2093,10060,9650,2023-12-11
2094,10060,9750,2023-11-13
2095,10100,9790,2023-11-14
2096,10180,9870,2023-11-15
2097,10130,9820,2023-11-16
2098,10210,9900,2023-11-17
2099,10200,9890,2023-11-18
2100,10200,9890,2023-11-19
2101,10150,9840,2023-11-20
2102,10120,9810,2023-11-21
2103,10190,9880,2023-11-22
2104,10220,9910,2023-11-23
2105,10220,9910,2023-11-24
2106,10260,9950,2023-11-25
2107,10260,9950,2023-11-26
2108,10300,9990,2023-11-27
2109,10290,9980,2023-11-28
2110,10380,10060,2023-11-29
2111,10350,10030,2023-11-30
2112,10490,9960,2023-01-12
2113,10490,10170,2023-02-12
2114,10490,10170,2023-03-12
2115,10490,10170,2023-04-12
2116,10360,10040,2023-05-12
2117,10360,10040,2023-06-12
2118,10390,10070,2023-07-12
2119,10390,10070,2023-08-12
2120,10290,9980,2023-09-12
2121,10290,9980,2023-10-12
2122,10270,9960,2023-11-12
2123,10260,9950,2023-12-12
2124,10260,9950,2023-12-13
2125,10460,10140,2023-12-14
2126,10430,10110,2023-12-15
2127,10360,10040,2023-12-16
2128,10360,10040,2023-12-17
2129,10370,10050,2023-12-18
2130,10370,10050,2023-12-19
2131,10430,10110,2023-12-20
2132,10440,10120,2023-12-21
2133,10520,10200,2023-12-22
2134,10520,10200,2023-12-23
2135,10520,10200,2023-12-24
2136,10530,10210,2023-12-25
2137,10550,10230,2023-12-26
2138,10550,10230,2023-12-27
2139,10570,10250,2023-12-28
2140,10510,10190,2023-12-29
2141,10510,10190,2023-12-30
2142,10510,10190,2023-12-31
2143,10530,10000,2024-01-01
2144,10560,10240,2024-02-01
2145,10550,10230,2024-03-01
2146,10520,10200,2024-04-01
2147,10520,10200,2024-05-01
2148,10520,10200,2024-06-01
2149,10520,10200,2024-07-01
2150,10490,10170,2024-08-01
2151,10480,10160,2024-09-01
2152,10500,10180,2024-10-01
2153,10500,10180,2024-11-01
2154,10530,10210,2024-12-01
2155,10580,10260,2024-01-13
2156,10580,10260,2024-01-14
2157,10580,10260,2024-01-15
2158,10580,10260,2024-01-16
2159,10470,10150,2024-01-17
2160,10440,10120,2024-01-18
2161,10510,10190,2024-01-19
2162,10510,10190,2024-01-20
2163,10510,10190,2024-01-21
2164,10460,10140,2024-01-22
2165,10490,10170,2024-01-23
2166,10520,10200,2024-01-24
2167,10490,10170,2024-01-25
2168,10550,10230,2024-01-26
2169,10540,10220,2024-01-27
2170,10540,10220,2024-01-28
2171,10600,10280,2024-01-29
2172,10630,10310,2024-01-30
2173,10650,10330,2024-01-31
2174,10650,10330,2024-01-02
2175,10700,10370,2024-02-02
2176,10630,10310,2024-03-02
2177,10630,10310,2024-04-02
2178,10570,10250,2024-05-02
2179,10590,10270,2024-06-02
2180,10650,10330,2024-07-02
2181,10650,10220,2024-08-02
2182,10620,10300,2024-09-02
2183,10590,10270,2024-10-02
2184,10590,10270,2024-11-02
2185,10540,10220,2024-12-02
2186,10470,10150,2024-02-13
2187,10440,10120,2024-02-14
2188,10400,10080,2024-02-15
2189,10440,10120,2024-02-16
2190,10480,10160,2024-02-17
2191,10480,10160,2024-02-18
2192,10510,10080,2024-02-19
2193,10510,10190,2024-02-20
2194,10530,10210,2024-02-21
2195,10540,10220,2024-02-22
2196,10500,10180,2024-02-23
2197,10540,10220,2024-02-24
2198,10540,10220,2024-02-25
2199,10540,10220,2024-02-26
2200,10570,10250,2024-02-27
2201,10530,10210,2024-02-28
2202,10600,10280,2024-02-29
2203,10630,10310,2024-01-03
2204,10830,10500,2024-02-03
2205,10830,10500,2024-03-03
2206,10830,10500,2024-04-03
2207,10970,10640,2024-05-03
2208,11020,10680,2024-06-03
2209,11140,10800,2024-07-03
2210,11160,10820,2024-08-03
2211,11210,10870,2024-09-03
2212,11210,10870,2024-10-03
2213,11210,10870,2024-11-03
2214,11210,10870,2024-12-03
2215,11130,10790,2024-03-13
2216,11210,10870,2024-03-14
2217,11160,10820,2024-03-15
2218,11100,10760,2024-03-16
2219,11100,10760,2024-03-17
2220,11110,10770,2024-03-18
2221,11160,10820,2024-03-19
2222,11190,10850,2024-03-20
2223,11420,11070,2024-03-21
2224,11250,10910,2024-03-22
2225,11240,10900,2024-03-23
2226,11240,10900,2024-03-24
2227,11280,10940,2024-03-25
2228,11340,10990,2024-03-26
2229,11370,11020,2024-03-27
2230,11500,11150,2024-03-28
2231,11650,11300,2024-03-29
2232,11650,11300,2024-03-30
2233,11650,11300,2024-03-31
2234,11790,11430,2024-01-04
2235,11810,11450,2024-02-04
2236,11960,11600,2024-03-04
2237,12090,11720,2024-04-04
2238,12020,11650,2024-05-04
2239,12240,11870,2024-06-04
2240,12140,11650,2024-07-04
2241,12150,11780,2024-08-04
2242,12320,11950,2024-09-04
2243,12370,11990,2024-10-04
2244,12270,11900,2024-11-04
2245,12600,12220,2024-12-04
2246,12320,11950,2024-04-13
2247,12320,11950,2024-04-14
2248,12350,11970,2024-04-15
2249,12500,12120,2024-04-16
2250,10510,10080,2024-04-17
2251,12710,12320,2024-04-18
2252,12790,12400,2024-04-19
2253,12830,12440,2024-04-20
2254,12830,12440,2024-04-21
2255,12750,12360,2024-04-22
2256,12480,12100,2024-04-23
2257,12510,12130,2024-04-24
2258,12510,12130,2024-04-25
2259,12670,12280,2024-04-26
2260,12620,12240,2024-04-27
2261,12620,12240,2024-04-28
2262,12620,12240,2024-04-29
2263,12550,12170,2024-04-30
2264,12410,12030,2024-01-05
2265,12560,12180,2024-02-05
2266,12470,12090,2024-03-05
2267,12430,12050,2024-04-05
2268,12430,12050,2024-05-05
2269,12450,12070,2024-06-05
2270,12480,12100,2024-07-05
2271,12380,12000,2024-08-05
2272,12380,12000,2024-09-05
2273,12380,12000,2024-10-05
2274,12590,12080,2024-11-05
2275,12590,12210,2024-12-05
2276,12590,12210,2024-05-13
2277,12540,12160,2024-05-14
2278,12610,12230,2024-05-15
2279,12700,12310,2024-05-16
2280,12620,12240,2024-05-17
2281,12750,12360,2024-05-18
2282,12750,12360,2024-05-19
2283,12900,12510,2024-05-20
2284,12820,12430,2024-05-21
2285,12830,12440,2024-05-22
2286,12680,12290,2024-05-23
2287,12540,12160,2024-05-24
2288,12540,12160,2024-05-25
2289,12540,12160,2024-05-26
2290,12560,12180,2024-05-27
2291,12620,12240,2024-05-28
2292,12670,12280,2024-05-29
2293,12580,12200,2024-05-30
2294,12660,12280,2024-05-31
2295,12650,12270,2024-01-06
2296,12650,12270,2024-02-06
2297,12640,12260,2024-03-06
2298,12610,12230,2024-04-06
2299,12610,12230,2024-05-06
2300,12750,12360,2024-06-06
2301,12920,12530,2024-07-06
2302,12520,12140,2024-08-06
2303,12520,12140,2024-09-06
2304,12540,12160,2024-10-06
2305,12550,12170,2024-11-06
2306,12630,12250,2024-12-06
2307,12660,12280,2024-06-13
2308,12580,12200,2024-06-14
2309,12720,12330,2024-06-15
2310,12720,12330,2024-06-16
2311,12720,12330,2024-06-17
2312,12770,12380,2024-06-18
2313,12770,12380,2024-06-19
2314,12840,12450,2024-06-20
2315,12830,12310,2024-06-21
2316,12830,12440,2024-06-22
2317,12830,12440,2024-06-23
2318,12860,12470,2024-06-24
2319,12940,12550,2024-06-25
2320,12870,12480,2024-06-26
2321,12750,12360,2024-06-27
2322,12910,12520,2024-06-28
2323,12910,12520,2024-06-29
2324,12910,12520,2024-06-30
2325,12890,12500,2024-01-07
2326,12940,12550,2024-02-07
2327,12910,12520,2024-03-07
2328,13040,12640,2024-04-07
2329,13100,12700,2024-05-07
2330,13180,12780,2024-06-07
2331,13180,12780,2024-07-07
2332,13190,12790,2024-08-07
2333,13120,12720,2024-09-07
2334,13120,12720,2024-10-07
2335,13020,12620,2024-11-07
2336,13180,12780,2024-12-07
2337,13190,12790,2024-07-13
2338,13190,12790,2024-07-14
2339,13190,12790,2024-07-15
2340,13220,12820,2024-07-16
2341,13390,12980,2024-07-17
2342,13380,12970,2024-07-18
2343,13290,12890,2024-07-19
2344,13200,12800,2024-07-20
2345,13200,12800,2024-07-21
2346,13200,12800,2024-07-22
2347,13200,12800,2024-07-23
2348,13220,12820,2024-07-24
2349,13160,12760,2024-07-25
2350,13050,12650,2024-07-26
2351,13160,12760,2024-07-27
2352,13160,12760,2024-07-28
2353,13220,12820,2024-07-29
2354,12910,12520,2024-07-30
